"country","indicator","Unit","Date","Value"
"RUSSIA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",247924
"RUSSIA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",386167
"SERBIA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",2913
"SERBIA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",5151
"SERBIA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",7175
"SERBIA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",8078
"SERBIA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",3500
"SERBIA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",2291
"SERBIA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",3140
"SERBIA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",3900
"TURKEY","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",276615
"TURKEY","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",244619
"TURKEY","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",237297
"TURKEY","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",188357
"TURKEY","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",187307
"TURKEY","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",251129
"TURKEY","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",270920
"TURKEY","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",261340
"UKRAINE","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",75167
"UKRAINE","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",133788
"UKRAINE","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",93156
"UKRAINE","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",95726
"UKRAINE","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",32093
"UKRAINE","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",20161
"UKRAINE","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",23437
"UKRAINE","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",26002
"CANADA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",782706
"CANADA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",807182
"CANADA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",848760
"CANADA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",800802
"CANADA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",753209
"CANADA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",889039
"CANADA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",938265
"CANADA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",967648
"MEXICO","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",417758
"MEXICO","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",458772
"MEXICO","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",458472
"MEXICO","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",436475
"MEXICO","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",315798
"MEXICO","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",316658
"MEXICO","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",313785
"MEXICO","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",338414
"UNITED STATES OF AMERICA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",9784346
"UNITED STATES OF AMERICA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",9287389
"UNITED STATES OF AMERICA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",8897981
"UNITED STATES OF AMERICA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",6724058
"UNITED STATES OF AMERICA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",5200478
"UNITED STATES OF AMERICA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",6136787
"UNITED STATES OF AMERICA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",6951210
"UNITED STATES OF AMERICA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",7544036
"ARGENTINA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",108268
"ARGENTINA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",126588
"ARGENTINA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",146757
"ARGENTINA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",158890
"ARGENTINA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",122301
"ARGENTINA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",163098
"ARGENTINA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",220814
"ARGENTINA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",231111
"BAHAMAS","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",851
"BAHAMAS","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",801
"BAHAMAS","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",903
"BAHAMAS","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",900
"BAHAMAS","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",900
"BAHAMAS","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",1200
"BAHAMAS","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",1000
"BAHAMAS","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",1000
"BELIZE","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",100
"BELIZE","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",100
"BELIZE","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",100
"BELIZE","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",200
"BELIZE","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",250
"BELIZE","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",150
"BELIZE","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",200
"BELIZE","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",200
"BOLIVIA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",1800
"BOLIVIA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",2000
"BOLIVIA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",2000
"BOLIVIA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",2200
"BOLIVIA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",2000
"BOLIVIA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",3000
"BOLIVIA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",4500
"BOLIVIA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",7000
"BRAZIL","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",345462
"BRAZIL","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",371518
"BRAZIL","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",487210
"BRAZIL","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",627073
"BRAZIL","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",666476
"BRAZIL","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",870360
"BRAZIL","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",986003
"BRAZIL","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",950531
"CHILE","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",60000
"CHILE","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",60000
"CHILE","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",50000
"CHILE","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",60000
"CHILE","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",82000
"CHILE","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",144820
"CHILE","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",111067
"CHILE","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",105318
"COLOMBIA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",30000
"COLOMBIA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",45000
"COLOMBIA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",35000
"COLOMBIA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",30000
"COLOMBIA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",25000
"COLOMBIA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",35000
"COLOMBIA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",45000
"COLOMBIA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",45000
"COSTA RICA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",3000
"COSTA RICA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",5000
"COSTA RICA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",4000
"COSTA RICA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",4000
"COSTA RICA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",4500
"COSTA RICA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",4000
"COSTA RICA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",4000
"COSTA RICA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",6000
"CUBA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",1000
"CUBA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",600
"CUBA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",500
"CUBA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",1100
"CUBA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",400
"CUBA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",400
"CUBA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",500
"CUBA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",500
"DOMINICAN REPUBLIC","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",9000
"DOMINICAN REPUBLIC","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",7000
"DOMINICAN REPUBLIC","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",7000
"DOMINICAN REPUBLIC","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",8000
"DOMINICAN REPUBLIC","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",4000
"DOMINICAN REPUBLIC","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",6000
"DOMINICAN REPUBLIC","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",6000
"DOMINICAN REPUBLIC","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",6000
"ECUADOR","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",38715
"ECUADOR","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",30658
"ECUADOR","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",33444
"ECUADOR","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",43128
"ECUADOR","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",32168
"ECUADOR","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",41922
"ECUADOR","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",30000
"ECUADOR","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",25000
"EL SALVADOR","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",9000
"EL SALVADOR","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",6000
"EL SALVADOR","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",6000
"EL SALVADOR","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",6000
"EL SALVADOR","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",1000
"EL SALVADOR","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",4000
"EL SALVADOR","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",5000
"EL SALVADOR","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",6000
"GUADELOUPE","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",2968
"GUADELOUPE","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",2982
"GUADELOUPE","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",3349
"GUADELOUPE","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",3352
"GUADELOUPE","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",2844
"GUADELOUPE","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",2529
"GUADELOUPE","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",2669
"GUADELOUPE","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",2294
"GUATEMALA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",3700
"GUATEMALA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",3800
"GUATEMALA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",4500
"GUATEMALA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",5500
"GUATEMALA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",5500
"GUATEMALA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",7200
"GUATEMALA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",8000
"GUATEMALA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",8000
"GUYANA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",1268
"GUYANA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",1533
"GUYANA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",1745
"GUYANA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",1637
"GUYANA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",1501
"GUYANA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",1324
"GUYANA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",1317
"GUYANA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",1368
"HONDURAS","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",3700
"HONDURAS","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",3800
"HONDURAS","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",4500
"HONDURAS","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",6000
"HONDURAS","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",1300
"HONDURAS","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",7000
"HONDURAS","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",8000
"HONDURAS","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",8000
"JAMAICA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",1000
"JAMAICA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",1000
"JAMAICA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",2000
"JAMAICA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",2000
"JAMAICA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",2000
"JAMAICA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",1000
"JAMAICA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",1500
"JAMAICA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",2500
"MARTINIQUE","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",2915
"MARTINIQUE","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",3019
"MARTINIQUE","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",3174
"MARTINIQUE","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",3089
"MARTINIQUE","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",2505
"MARTINIQUE","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",2099
"MARTINIQUE","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",2349
"MARTINIQUE","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",2049
"NICARAGUA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",5000
"NICARAGUA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",4000
"NICARAGUA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",4000
"NICARAGUA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",4000
"NICARAGUA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",1000
"NICARAGUA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",3000
"NICARAGUA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",3000
"NICARAGUA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",5000
"PANAMA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",15000
"PANAMA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",15000
"PANAMA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",4000
"PANAMA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",5000
"PANAMA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",8000
"PANAMA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",8000
"PANAMA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",9000
"PANAMA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",8000
"PARAGUAY","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",5000
"PARAGUAY","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",3000
"PARAGUAY","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",5000
"PARAGUAY","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",9000
"PARAGUAY","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",5000
"PARAGUAY","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",8000
"PARAGUAY","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",10000
"PARAGUAY","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",10000
"PERU","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",9115
"PERU","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",12815
"PERU","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",22587
"PERU","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",37227
"PERU","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",28157
"PERU","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",46942
"PERU","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",56982
"PERU","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",71800
"PUERTO RICO","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",40000
"PUERTO RICO","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",35000
"PUERTO RICO","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",40000
"PUERTO RICO","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",45000
"PUERTO RICO","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",45000
"PUERTO RICO","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",30000
"PUERTO RICO","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",40000
"PUERTO RICO","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",42000
"TRINIDAD","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",4000
"TRINIDAD","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",4000
"TRINIDAD","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",3000
"TRINIDAD","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",4000
"TRINIDAD","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",4000
"TRINIDAD","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",4000
"TRINIDAD","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",4000
"TRINIDAD","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",6500
"URUGUAY","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",5000
"URUGUAY","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",5000
"URUGUAY","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",7000
"URUGUAY","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",10000
"URUGUAY","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",8000
"URUGUAY","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",15000
"URUGUAY","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",15000
"URUGUAY","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",15000
"VENEZUELA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",46156
"VENEZUELA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",25095
"VENEZUELA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",50640
"VENEZUELA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",64459
"VENEZUELA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",69470
"VENEZUELA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",56992
"VENEZUELA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",55350
"VENEZUELA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",69777
"AUSTRALIA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",379465
"AUSTRALIA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",364272
"AUSTRALIA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",412963
"AUSTRALIA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",415399
"AUSTRALIA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",396766
"AUSTRALIA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",443452
"AUSTRALIA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",449123
"AUSTRALIA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",535177
"AZERBAIDJAN","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",570
"AZERBAIDJAN","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",590
"AZERBAIDJAN","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",740
"AZERBAIDJAN","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",800
"AZERBAIDJAN","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",800
"AZERBAIDJAN","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",700
"AZERBAIDJAN","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",850
"AZERBAIDJAN","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",1000
"BAHRAIN","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",2000
"BAHRAIN","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",5000
"BAHRAIN","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",5000
"BAHRAIN","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",6000
"BAHRAIN","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",10000
"BAHRAIN","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",5000
"BAHRAIN","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",5000
"BAHRAIN","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",7000
"BANGLADESH","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",8500
"BANGLADESH","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",10100
"BANGLADESH","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",10000
"BANGLADESH","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",11000
"BANGLADESH","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",17000
"BANGLADESH","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",19700
"BANGLADESH","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",19100
"BANGLADESH","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",18800
"BRUNEI","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",1000
"BRUNEI","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",1000
"BRUNEI","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",1000
"BRUNEI","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",1000
"BRUNEI","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",500
"BRUNEI","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",500
"BRUNEI","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",2000
"BRUNEI","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",5000
"CAMBODGE","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",700
"CAMBODGE","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",700
"CAMBODGE","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",900
"CAMBODGE","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",900
"CAMBODGE","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",1100
"CAMBODGE","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",1400
"CAMBODGE","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",1400
"CAMBODGE","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",1400
"CHINA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",1787088
"CHINA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",2040011
"CHINA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",2493990
"CHINA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",2624893
"CHINA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",3313479
"CHINA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",4304142
"CHINA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",4032698
"CHINA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",3811195
"HONG-KONG","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",8380
"HONG-KONG","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",7590
"HONG-KONG","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",7535
"HONG-KONG","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",8935
"HONG-KONG","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",4103
"HONG-KONG","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",7599
"HONG-KONG","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",8488
"HONG-KONG","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",8400
"INDIA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",333592
"INDIA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",439519
"INDIA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",481909
"INDIA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",437657
"INDIA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",449391
"INDIA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",653193
"INDIA","Commercial vehicles","UNITS","1/1/2011 12:00:00 AM",777424
"INDIA","Commercial vehicles","UNITS","1/1/2012 12:00:00 AM",803240
"INDONESIA","Commercial vehicles","UNITS","1/1/2005 12:00:00 AM",169598
"INDONESIA","Commercial vehicles","UNITS","1/1/2006 12:00:00 AM",96517
"INDONESIA","Commercial vehicles","UNITS","1/1/2007 12:00:00 AM",118572
"INDONESIA","Commercial vehicles","UNITS","1/1/2008 12:00:00 AM",178507
"INDONESIA","Commercial vehicles","UNITS","1/1/2009 12:00:00 AM",126721
"INDONESIA","Commercial vehicles","UNITS","1/1/2010 12:00:00 AM",223235
